id,boe,puesto_antes,puesto_despues,puesto_normalizado_antes,puesto_normalizado_despues,plazas_antes,plazas_despues,campos_adicionales_modificados,clave_correspondencia,evidencia,candidatos_clave,confianza
100910,BOE-A-2025-22543,50371817,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,50371817,OFICINA GENERAL DEL REGISTRO CIVIL DE VALVERDE DEL CAMINO.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=135:codigo/plazas=50371817/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100911,BOE-A-2025-22543,50371823,SERVICIO COMÚN DE TRAMITACIÓN.,50371823,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=136:codigo/plazas=50371823/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100912,BOE-A-2025-22543,50371822,SERVICIO COMÚN DE TRAMITACIÓN.,50371822,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=137:codigo/plazas=50371822/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100913,BOE-A-2025-22543,50371830,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALA LA REAL.,50371830,OFICINA GENERAL DEL REGISTRO CIVIL DE ALCALA LA REAL.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=138:codigo/plazas=50371830/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100914,BOE-A-2025-22543,50370755,OFICINA DE JUSTICIA DE ALCAUDETE.,50370755,OFICINA DE JUSTICIA DE ALCAUDETE.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=139:codigo/plazas=50370755/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100915,BOE-A-2025-22543,50371882,SERVICIO COMÚN DE TRAMITACIÓN.,50371882,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=140:codigo/plazas=50371882/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100916,BOE-A-2025-22543,50371871,SERVICIO COMÚN DE TRAMITACIÓN.,50371871,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=141:codigo/plazas=50371871/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100917,BOE-A-2025-22543,50370766,OFICINA DE JUSTICIA DE JODAR.,50370766,OFICINA DE JUSTICIA DE JODAR.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=142:codigo/plazas=50370766/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100918,BOE-A-2025-22543,50371934,SERVICIO COMÚN GENERAL.,50371934,SERVICIO COMÚN GENERAL.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=143:codigo/plazas=50371934/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100919,BOE-A-2025-22543,50371935,SERVICIO COMÚN GENERAL.,50371935,SERVICIO COMÚN GENERAL.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=144:codigo/plazas=50371935/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100920,BOE-A-2025-22543,50371947,SERVICIO COMÚN DE TRAMITACIÓN.,50371947,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=145:codigo/plazas=50371947/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100921,BOE-A-2025-22543,50371951,SERVICIO COMÚN DE TRAMITACIÓN.,50371951,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=146:codigo/plazas=50371951/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100922,BOE-A-2025-22543,50370760,OFICINA DE JUSTICIA DE PORCUNA.,50370760,OFICINA DE JUSTICIA DE PORCUNA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=147:codigo/plazas=50370760/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100923,BOE-A-2025-22543,50370774,OFICINA DE JUSTICIA DE CASTILLO DE POZO ALCON.,50370774,OFICINA DE JUSTICIA DE CASTILLO DE POZO ALCON.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=148:codigo/plazas=50370774/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100924,BOE-A-2025-22543,50371996,SERVICIO COMÚN DE TRAMITACIÓN.,50371996,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=149:codigo/plazas=50371996/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100925,BOE-A-2025-22543,50371993,SERVICIO COMÚN DE TRAMITACIÓN.,50371993,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=150:codigo/plazas=50371993/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100926,BOE-A-2025-22543,50371995,SERVICIO COMÚN DE TRAMITACIÓN.,50371995,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=151:codigo/plazas=50371995/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100927,BOE-A-2025-22543,50371964,SERVICIO COMÚN DE TRAMITACIÓN.,50371964,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=152:codigo/plazas=50371964/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100928,BOE-A-2025-22543,50371969,SERVICIO COMÚN DE TRAMITACIÓN.,50371969,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=153:codigo/plazas=50371969/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100929,BOE-A-2025-22543,50371989,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,50371989,OFICINA GENERAL DEL REGISTRO CIVIL DE UBEDA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=154:codigo/plazas=50371989/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100930,BOE-A-2025-22543,50370779,OFICINA DE JUSTICIA DE ALHAURIN EL GRANDE.,50370779,OFICINA DE JUSTICIA DE ALHAURIN EL GRANDE.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=155:codigo/plazas=50370779/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100931,BOE-A-2025-22543,50372008,SERVICIO COMÚN DE TRAMITACIÓN.,50372008,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=156:codigo/plazas=50372008/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100932,BOE-A-2025-22543,50372045,OFICINA GENERAL DEL REGISTRO CIVIL DE ARCHIDONA.,50372045,OFICINA GENERAL DEL REGISTRO CIVIL DE ARCHIDONA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=157:codigo/plazas=50372045/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100933,BOE-A-2025-22543,50372048,SERVICIO COMÚN DE TRAMITACIÓN.,50372048,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=158:codigo/plazas=50372048/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100934,BOE-A-2025-22543,50372049,SERVICIO COMÚN DE TRAMITACIÓN.,50372049,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=159:codigo/plazas=50372049/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100935,BOE-A-2025-22543,50372075,SERVICIO COMÚN DE TRAMITACIÓN.,50372075,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=160:codigo/plazas=50372075/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100936,BOE-A-2025-22543,50372076,SERVICIO COMÚN DE TRAMITACIÓN.,50372076,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=161:codigo/plazas=50372076/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100937,BOE-A-2025-22543,50372621,OFICINA DE JUSTICIA DE MANILVA.,50372621,OFICINA DE JUSTICIA DE MANILVA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=162:codigo/plazas=50372621/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100938,BOE-A-2025-22543,50372135,SERVICIO COMÚN DE TRAMITACIÓN.,50372135,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=163:codigo/plazas=50372135/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100939,BOE-A-2025-22543,50372136,SERVICIO COMÚN DE TRAMITACIÓN.,50372136,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=164:codigo/plazas=50372136/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100940,BOE-A-2025-22543,50372222,SERVICIO COMÚN DE TRAMITACIÓN.,50372222,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=165:codigo/plazas=50372222/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100941,BOE-A-2025-22543,50372167,SERVICIO COMÚN DE TRAMITACIÓN.,50372167,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=166:codigo/plazas=50372167/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100942,BOE-A-2025-22543,50372175,SERVICIO COMÚN DE TRAMITACIÓN.,50372175,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=167:codigo/plazas=50372175/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100943,BOE-A-2025-22543,50372243,SERVICIO COMÚN DE TRAMITACIÓN.,50372243,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=168:codigo/plazas=50372243/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100944,BOE-A-2025-22543,50370827,OFICINA DE JUSTICIA DE ARAHAL.,50370827,OFICINA DE JUSTICIA DE ARAHAL.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=169:codigo/plazas=50370827/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100945,BOE-A-2025-22543,50372276,SERVICIO COMÚN DE TRAMITACIÓN.,50372276,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=170:codigo/plazas=50372276/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100946,BOE-A-2025-22543,50372279,SERVICIO COMÚN DE TRAMITACIÓN.,50372279,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=171:codigo/plazas=50372279/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100947,BOE-A-2025-22543,50372304,SERVICIO COMÚN DE TRAMITACIÓN.,50372304,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=172:codigo/plazas=50372304/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100948,BOE-A-2025-22543,50372309,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,50372309,OFICINA GENERAL DEL REGISTRO CIVIL DE CAZALLA DE LA SIERRA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=173:codigo/plazas=50372309/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100949,BOE-A-2025-22543,50370849,OFICINA DE JUSTICIA DE CONSTANTINA.,50370849,OFICINA DE JUSTICIA DE CONSTANTINA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=174:codigo/plazas=50370849/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100950,BOE-A-2025-22543,50372312,SERVICIO COMÚN DE TRAMITACIÓN.,50372312,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=175:codigo/plazas=50372312/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100951,BOE-A-2025-22543,50372349,SERVICIO COMÚN DE TRAMITACIÓN.,50372349,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=176:codigo/plazas=50372349/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100952,BOE-A-2025-22543,50372350,SERVICIO COMÚN DE TRAMITACIÓN.,50372350,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=177:codigo/plazas=50372350/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100953,BOE-A-2025-22543,50372430,SERVICIO COMÚN DE TRAMITACIÓN.,50372430,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=178:codigo/plazas=50372430/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100954,BOE-A-2025-22543,50372439,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,50372439,OFICINA GENERAL DEL REGISTRO CIVIL DE ESTEPA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=179:codigo/plazas=50372439/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100955,BOE-A-2025-22543,50372442,SERVICIO COMÚN DE TRAMITACIÓN.,50372442,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=180:codigo/plazas=50372442/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100956,BOE-A-2025-22543,50372458,OFICINA GENERAL DEL REGISTRO CIVIL DE LEBRIJA.,50372458,OFICINA GENERAL DEL REGISTRO CIVIL DE LEBRIJA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=181:codigo/plazas=50372458/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100957,BOE-A-2025-22543,50372467,SERVICIO COMÚN DE TRAMITACIÓN.,50372467,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=182:codigo/plazas=50372467/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100958,BOE-A-2025-22543,50372464,SERVICIO COMÚN DE TRAMITACIÓN.,50372464,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=183:codigo/plazas=50372464/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100959,BOE-A-2025-22543,50372487,OFICINA GENERAL DEL REGISTRO CIVIL DE LORA DEL RÍO.,50372487,OFICINA GENERAL DEL REGISTRO CIVIL DE LORA DEL RÍO.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=184:codigo/plazas=50372487/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100960,BOE-A-2025-22543,50372507,SERVICIO COMÚN DE TRAMITACIÓN.,50372507,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=185:codigo/plazas=50372507/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100961,BOE-A-2025-22543,50372522,SERVICIO COMÚN DE TRAMITACIÓN.,50372522,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=186:codigo/plazas=50372522/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100962,BOE-A-2025-22543,50370797,OFICINA DE JUSTICIA DE PILAS.,50370797,OFICINA DE JUSTICIA DE PILAS.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=187:codigo/plazas=50370797/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100963,BOE-A-2025-22543,50370846,OFICINA DE JUSTICIA DE PUEBLA DE LA CAZALLA.,50370846,OFICINA DE JUSTICIA DE PUEBLA DE LA CAZALLA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=188:codigo/plazas=50370846/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100964,BOE-A-2025-22543,50370837,OFICINA DE JUSTICIA DE TOCINA.,50370837,OFICINA DE JUSTICIA DE TOCINA.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=189:codigo/plazas=50370837/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100965,BOE-A-2025-22543,50372581,SERVICIO COMÚN DE TRAMITACIÓN.,50372581,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=190:codigo/plazas=50372581/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100966,BOE-A-2025-22543,50372582,SERVICIO COMÚN DE TRAMITACIÓN.,50372582,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=191:codigo/plazas=50372582/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100967,BOE-A-2025-22543,50372589,SERVICIO COMÚN DE TRAMITACIÓN.,50372589,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=0:fila=192:codigo/plazas=50372589/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100968,BOE-A-2025-22543,50370859,SERVICIO COMÚN DE TRAMITACIÓN.,50370859,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=1:codigo/plazas=50370859/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100969,BOE-A-2025-22543,50370860,SERVICIO COMÚN DE TRAMITACIÓN.,50370860,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=2:codigo/plazas=50370860/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100970,BOE-A-2025-22543,50370861,SERVICIO COMÚN DE TRAMITACIÓN.,50370861,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=3:codigo/plazas=50370861/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100971,BOE-A-2025-22543,50370865,SERVICIO COMÚN DE TRAMITACIÓN.,50370865,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=4:codigo/plazas=50370865/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100972,BOE-A-2025-22543,50370885,SERVICIO COMÚN DE TRAMITACIÓN.,50370885,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=5:codigo/plazas=50370885/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100973,BOE-A-2025-22543,50370886,SERVICIO COMÚN DE TRAMITACIÓN.,50370886,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=6:codigo/plazas=50370886/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100974,BOE-A-2025-22543,50370924,SERVICIO COMÚN DE EJECUCIÓN.,50370924,SERVICIO COMÚN DE EJECUCIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=7:codigo/plazas=50370924/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100975,BOE-A-2025-22543,50370925,SERVICIO COMÚN DE EJECUCIÓN.,50370925,SERVICIO COMÚN DE EJECUCIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=8:codigo/plazas=50370925/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100976,BOE-A-2025-22543,50370926,SERVICIO COMÚN DE EJECUCIÓN.,50370926,SERVICIO COMÚN DE EJECUCIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=9:codigo/plazas=50370926/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100977,BOE-A-2025-22543,50370930,OFICINA GENERAL DEL REGISTRO CIVIL DE EL EJIDO.,50370930,OFICINA GENERAL DEL REGISTRO CIVIL DE EL EJIDO.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=10:codigo/plazas=50370930/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100978,BOE-A-2025-22543,50370940,SERVICIO COMÚN DE TRAMITACIÓN.,50370940,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=11:codigo/plazas=50370940/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100979,BOE-A-2025-22543,50370941,SERVICIO COMÚN DE TRAMITACIÓN.,50370941,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=12:codigo/plazas=50370941/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100980,BOE-A-2025-22543,50370956,SERVICIO COMÚN DE TRAMITACIÓN.,50370956,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=13:codigo/plazas=50370956/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100981,BOE-A-2025-22543,50370973,SERVICIO COMÚN DE TRAMITACIÓN.,50370973,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=14:codigo/plazas=50370973/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100982,BOE-A-2025-22543,50370974,SERVICIO COMÚN DE TRAMITACIÓN.,50370974,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=15:codigo/plazas=50370974/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100983,BOE-A-2025-22543,50370975,SERVICIO COMÚN DE TRAMITACIÓN.,50370975,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=16:codigo/plazas=50370975/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100984,BOE-A-2025-22543,50370976,SERVICIO COMÚN DE TRAMITACIÓN.,50370976,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=17:codigo/plazas=50370976/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100985,BOE-A-2025-22543,50370994,SERVICIO COMÚN GENERAL.,50370994,SERVICIO COMÚN GENERAL.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=18:codigo/plazas=50370994/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100986,BOE-A-2025-22543,50371042,SERVICIO COMÚN DE TRAMITACIÓN.,50371042,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=19:codigo/plazas=50371042/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100987,BOE-A-2025-22543,50371043,SERVICIO COMÚN DE TRAMITACIÓN.,50371043,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=20:codigo/plazas=50371043/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100988,BOE-A-2025-22543,50371044,SERVICIO COMÚN DE TRAMITACIÓN.,50371044,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=21:codigo/plazas=50371044/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100989,BOE-A-2025-22543,50371045,SERVICIO COMÚN DE TRAMITACIÓN.,50371045,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=22:codigo/plazas=50371045/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
100990,BOE-A-2025-22543,50371046,SERVICIO COMÚN DE TRAMITACIÓN.,50371046,SERVICIO COMÚN DE TRAMITACIÓN.,1,1,"puesto,puesto_normalizado",BOE-A-2025-22543:tabla=1:fila=23:codigo/plazas=50371046/1,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543,1,ALTA
